1-Jan-09,37.28,37.28,37.28,37.28,0,2011-11-28 17:11:38.546547,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
2-Jan-09,37.38,37.75,36.28,37.27,2065461,2011-11-28 17:11:38.546434,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
5-Jan-09,37.14,38.59,36.42,38.12,2023334,2011-11-28 17:11:38.546309,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
6-Jan-09,38.43,38.80,36.78,37.97,1970935,2011-11-28 17:11:38.546185,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
7-Jan-09,37.49,37.66,36.52,36.69,1634969,2011-11-28 17:11:38.546061,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
8-Jan-09,36.51,37.06,35.74,36.65,1884037,2011-11-28 17:11:38.545936,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
9-Jan-09,36.65,37.31,35.82,36.89,1591404,2011-11-28 17:11:38.545811,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
12-Jan-09,36.99,36.99,34.99,35.23,2125738,2011-11-28 17:11:38.545688,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
13-Jan-09,35.27,35.89,33.80,34.35,3429402,2011-11-28 17:11:38.545562,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
14-Jan-09,33.84,34.19,32.29,32.44,2666963,2011-11-28 17:11:38.545415,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
15-Jan-09,32.40,32.44,30.49,31.65,4938119,2011-11-28 17:11:38.545292,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
16-Jan-09,32.44,33.76,31.85,33.28,2932198,2011-11-28 17:11:38.545167,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
20-Jan-09,33.14,33.79,31.78,31.97,2833372,2011-11-28 17:11:38.545042,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
21-Jan-09,32.37,33.80,31.94,33.76,2556532,2011-11-28 17:11:38.544915,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
22-Jan-09,33.12,35.70,33.12,35.31,4284209,2011-11-28 17:11:38.544790,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
23-Jan-09,34.74,37.30,34.13,37.15,3270777,2011-11-28 17:11:38.544664,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
26-Jan-09,37.36,38.41,36.41,36.88,2601211,2011-11-28 17:11:38.544539,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
27-Jan-09,37.06,39.16,37.04,38.93,3127133,2011-11-28 17:11:38.544415,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
28-Jan-09,39.67,42.28,39.67,41.37,3764342,2011-11-28 17:11:38.544288,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
29-Jan-09,41.14,41.19,39.14,39.69,3503058,2011-11-28 17:11:38.544163,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
30-Jan-09,39.94,40.01,37.59,37.93,3027432,2011-11-28 17:11:38.544035,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
2-Feb-09,36.72,41.55,36.06,40.13,7410613,2011-11-28 17:11:38.543888,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
3-Feb-09,40.45,43.23,39.92,42.54,4456312,2011-11-28 17:11:38.543749,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
4-Feb-09,42.56,43.02,41.25,41.94,3563520,2011-11-28 17:11:38.543608,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
5-Feb-09,41.99,44.76,41.99,44.67,3677572,2011-11-28 17:11:38.543422,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
6-Feb-09,44.24,45.47,44.17,44.55,2983836,2011-11-28 17:11:38.543121,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
9-Feb-09,44.35,46.00,44.35,45.80,2652351,2011-11-28 17:11:38.542822,HUM,Health Care,82.88 - 84.61,54.24 - 89.22,83.19,N/P,892,536.00/1.81M,13.76B,10.68,0.25/1.19,7.88,163.50M,1.10,92%
