1-Jan-09,10.93,10.93,10.93,10.93,0,2011-11-28 17:13:32.004927,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
2-Jan-09,11.09,11.26,10.50,11.17,3744172,2011-11-28 17:13:32.004690,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
5-Jan-09,11.08,12.30,10.91,12.14,7328645,2011-11-28 17:13:32.004471,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
6-Jan-09,12.23,12.90,12.18,12.83,8458403,2011-11-28 17:13:32.004250,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
7-Jan-09,12.42,12.75,11.80,12.05,6634788,2011-11-28 17:13:32.004030,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
8-Jan-09,11.52,12.44,11.50,12.35,7054621,2011-11-28 17:13:32.003810,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
9-Jan-09,12.36,12.38,11.23,11.75,13779067,2011-11-28 17:13:32.003590,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
12-Jan-09,11.80,11.91,10.62,10.73,5874031,2011-11-28 17:13:32.003366,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
13-Jan-09,10.67,11.18,10.50,10.96,6658694,2011-11-28 17:13:32.003145,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
14-Jan-09,10.58,10.81,10.10,10.27,6104113,2011-11-28 17:13:32.002922,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
15-Jan-09,10.20,11.24,9.80,10.66,12085427,2011-11-28 17:13:32.002695,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
16-Jan-09,11.19,11.43,10.41,11.15,10552339,2011-11-28 17:13:32.002472,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
20-Jan-09,11.11,11.20,10.20,10.41,9654866,2011-11-28 17:13:32.002244,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
21-Jan-09,10.65,10.72,9.70,10.60,9435404,2011-11-28 17:13:32.002017,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
22-Jan-09,10.16,10.88,10.16,10.55,7924547,2011-11-28 17:13:32.001795,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
23-Jan-09,10.15,11.07,10.06,10.74,8304769,2011-11-28 17:13:32.001571,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
26-Jan-09,10.82,11.50,10.57,11.00,8502950,2011-11-28 17:13:32.001347,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
27-Jan-09,11.01,11.40,10.52,10.73,5367422,2011-11-28 17:13:32.001119,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
28-Jan-09,10.94,12.06,10.93,11.65,9678796,2011-11-28 17:13:32.000879,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
29-Jan-09,11.51,11.74,10.57,10.63,7108194,2011-11-28 17:13:32.000636,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
30-Jan-09,10.74,10.84,10.07,10.15,6038530,2011-11-28 17:13:32.000311,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
2-Feb-09,9.99,10.77,9.84,10.24,6969057,2011-11-28 17:13:32.000066,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
3-Feb-09,10.24,11.09,10.19,10.92,7274021,2011-11-28 17:13:31.999850,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
4-Feb-09,11.04,11.26,10.56,10.83,7459363,2011-11-28 17:13:31.999598,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
5-Feb-09,10.60,11.51,10.52,11.28,11657942,2011-11-28 17:13:31.999350,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
6-Feb-09,11.10,12.86,11.04,12.34,15219970,2011-11-28 17:13:31.999096,PHM,Consumer Discretionary,5.39 - 5.67,3.29 - 8.69,5.47,N/P,13.94M/13.46M,2.11B,&nbsp;&nbsp;&nbsp;&nbsp;-,&nbsp;&nbsp;&nbsp;&nbsp;-,-1.03,382.78M,1.23,85%
